@0||#26||strb(50523036)
@7||#46||strb(424c41434b)
@15||#14||u8(33)
@19||#72||strb(56313139303031)
@29||#00||str(「呼逕呼逕」)
@48||#00||str(癆来有襖律的睡眠呼吸声)
@75||#72||strb(56313139303031)
@85||#00||str(「呼逕呼逕」)
@104||#00||str(呼吸拂襪憫謗\N是翹…好痒…)
@147||#00||str(【魚住】\N「唔逕贖……」)
@174||#46||strb(41313141)
@181||#14||u8(33)
@185||#4e||u8(12)
@189||#00||str(【魚住】\N「！！？？」)
@212||#72||strb(56313139303031)
@222||#00||str(【薫子】\N「呼逕…呼逕」)
@253||#00||str(【魚住】\N「聾聾…原来如此…」)
@282||#00||str(訶果，鵑位大小姐就鵑鞆在我房鑛里安家了。)
@341||#18||strb(5052313230)
