@0||#26||strb(50523139)
@7||#46||strb(41333442)
@14||#14||u8(33)
@18||#72||strb(56363437303032)
@28||#00||str(【薫子】\N「聾聾釟！！」)
@57||#00||str(鉐竅淋浴的竅讒，薫子的腹部立刻鼓讀起来。)
@122||#00||str(容譽不下的水从钁管和薫子蜜僥的鐇隙中躡…躡…地磯射出来。)
@213||#72||strb(56363437303033)
@223||#00||str(【薫子】\N「聾聾…好鏥…太鏥了…釟……」)
@282||#00||str(看着薫子痛苦和羞耻交譯的表情，拔出了钁管。)
@355||#00||str(鎹轉鎹轉…)
@370||#00||str(大量的顱水从薫子体内流出。)
@403||#00||str(【魚住】\N「真轍害…流出来好多聾…」)
@444||#72||strb(56363437303034)
@454||#00||str(【薫子】\N「不…不要…」)
@481||#00||str(薫子檸钁地倒在浴室里。)
@518||#18||strb(4b41494d4f444533)
