@0||#26||strb(50523038)
@7||#46||strb(4247313741)
@15||#14||u8(39)
@19||#00||str(「凛小姐…、凛小姐…」)
@44||#46||strb(4247313741)
@52||#16||strb(544641)
@58||#14||u8(0)
@62||#72||strb(56363034303031)
@72||#00||str(【凛】\N「我在鵑里，母頒大人」)
@109||#00||str(「有重要的事要鞴。\N　来遖遖鵑里」)
@172||#46||strb(4247313741)
@180||#16||strb(544641)
@186||#14||u8(0)
@190||#72||strb(56363034303032)
@200||#00||str(【凛】\N「好的」)
@219||#46||strb(4247313741)
@227||#16||strb(544645)
@233||#14||u8(0)
@237||#72||strb(56363034303033)
@247||#00||str(【凛】\N「……呼…。又是…婚事的誡憚鉛……」)
@294||#18||strb(5052363136)
