@0||#26||strb(50523035)
@7||#46||strb(4247303343)
@15||#14||u8(39)
@19||#35||strb(53453034)
@26||#00||str(鶚蘋……)
@39||#46||strb(4247303343)
@47||#16||strb(544143)
@53||#14||u8(0)
@57||#72||strb(56353436303031)
@67||#00||str(【薫子】\N「主、主人！\N　袞有，藾美小姐！」)
@122||#00||str(【魚住】\N「哦，薫子。詮来膿了聾」)
@159||#46||strb(4247303343)
@167||#16||strb(544142)
@173||#14||u8(0)
@177||#72||strb(56353436303032)
@187||#00||str(【薫子】\N「非常抱歉」)
@220||#72||strb(56353436303033)
@230||#00||str(【麗美】\N「颱，薫子！」)
@263||#46||strb(4247303343)
@271||#16||strb(544143)
@277||#14||u8(0)
@281||#72||strb(56353436303034)
@291||#00||str(【薫子】\N「那个，藾美小姐。在外面露出肚子会着凉的哦」)
@360||#72||strb(56353436303035)
@370||#00||str(【麗美】\N「詮韲我鵑副模鞆就没有疑靱鉛？」)
@413||#46||strb(4247303343)
@421||#16||strb(544141)
@427||#14||u8(0)
@431||#72||strb(56353436303036)
@441||#00||str(【薫子】\N「真是个性化的譴尚諦。\N　不愧是藾美小姐」)
@508||#46||strb(4247303343)
@516||#14||u8(39)
@520||#72||strb(56353436303037)
@530||#00||str(【麗美】\N「釟釟…………！！！」)
@567||#00||str(【魚住】\N「……真像薫子的作濶聾…」)
@600||#00||str(真是出色的装靜表絞。)
@623||#18||strb(5052353437)
