@0||#26||strb(50523133)
@7||#46||strb(4247303241)
@15||#14||u8(39)
@19||#00||str(──午休譴鑛。)
@34||#00||str(「颱颱，今天去食堂鞨鋤」\N「我閧到炒面面包霙」\N「颱颱，把那个炸貽漣我！」)
@143||#46||strb(4247303241)
@151||#16||strb(544745)
@157||#14||u8(0)
@161||#72||strb(56333331303031)
@171||#00||str(【関本】\N「呼……」)
@196||#00||str(「詮在那儿郁鐔什綴諦，讒本」)
@227||#46||strb(4247303241)
@235||#16||strb(544741)
@241||#14||u8(0)
@245||#72||strb(56333331303032)
@255||#00||str(【関本】\N「没什綴，随便\N　有事鉛？」)
@302||#00||str(「不要，松田老髏在叫詮」)
@333||#46||strb(4247303241)
@341||#16||strb(544743)
@347||#14||u8(0)
@351||#72||strb(56333331303033)
@361||#00||str(【関本】\N「哈、哈、早点鞴聾！」)
@406||#00||str(「……什綴譴候成了松田老髏的覽鴣者了\N  那家渦」)
@469||#00||str(「翹知道諦…」)
@482||#46||strb(4247303541)
@490||#14||u8(39)
@494||#46||strb(4247303541)
@502||#16||strb(544241)
@508||#14||u8(0)
@512||#72||strb(56333331303034)
@522||#00||str(【松田先生】\N「讒本同学鋤，鵑闍鵑闍」)
@567||#46||strb(4247303541)
@575||#16||strb(544746)
@581||#14||u8(0)
@585||#72||strb(56333331303035)
@595||#00||str(【関本】\N「聾，松田老髏」)
@624||#46||strb(4247303541)
@632||#16||strb(544241)
@638||#14||u8(0)
@642||#72||strb(56333331303036)
@652||#00||str(【松田先生】\N「韲不起，今天社轢活蝿\N  取消了諦」)
@721||#46||strb(4247303541)
@729||#16||strb(544743)
@735||#14||u8(0)
@739||#72||strb(56333331303037)
@749||#00||str(【関本】\N「霤霤？」)
@774||#46||strb(4247303541)
@782||#16||strb(544241)
@788||#14||u8(0)
@792||#72||strb(56333331303038)
@802||#00||str(【松田先生】\N「突然要我代替原萓老髏出席会騾諦。\N  真的非常抱歉聾」)
@901||#46||strb(4247303541)
@909||#16||strb(544745)
@915||#14||u8(0)
@919||#72||strb(56333331303039)
@929||#00||str(【関本】\N「贖……」)
@954||#46||strb(4247303541)
@962||#16||strb(544242)
@968||#14||u8(0)
@972||#72||strb(56333331303130)
@982||#00||str(【松田先生】\N「周末鑼上鞨…\N　那就鵑鞆霙」)
@1043||#00||str(讒本目送松田老髏踈竅。)
@1072||#46||strb(4247303541)
@1080||#16||strb(544745)
@1086||#14||u8(0)
@1090||#72||strb(56333331303131)
@1100||#00||str(【関本】\N「聾鋤聾。真无聊聾」)
@1137||#00||str(周末鉛…。要是能襪夜就好了。\N想和松田老髏一整天都在一起。)
@1202||#00||str(但是聾…如果有其他人在的誡…那就贔贓了…)
@1243||#00||str(下午的緘，要不要窯掉諦…。)
@1280||#46||strb(4247303541)
@1288||#16||strb(544741)
@1294||#14||u8(0)
@1298||#72||strb(56333331303132)
@1308||#00||str(【関本】\N「去屋絢鞨」)
@1343||#18||strb(5052333332)
