4_button	445	27	false		显示设置	%[current:true, storage:"cfg_bt_p1"]
4_button	619	27	false		声音设置	%[func:owner.onPage2, storage:"cfg_bt_p2"]
4_button	793	27	false		其他设置	%[func:owner.onPage3, storage:"cfg_bt_p3"]
3_button	975	28	false		恢复为默认	%[func:owner.onLoadDefault, storage:"cfg_default"]
3_button	1077	14	false		返回标题画面	%[func:owner.onTitleBackButton, storage:"cfg_title"]
3_button	1128	14	false		退出游戏	%[func:owner.onExitButton, storage:"cfg_exit"]
3_button	1179	3	false		返回原画面	%[func:owner.onBackButton, storage:"cfg_back"]
slider	92	130	false	sysNotYetReadSpeed	设置文本显示速度	%[func:owner.onReadSpeed, min:0, max:60, sliderwidth:428, SwhoValue:true]
slider	92	209	false	sysAutoSpeed	设置自动阅读模式的显示速度	%[func:owner.onAutoSpeed, min:3500, max:400, sliderwidth:428, SwhoValue:true]
check_4img	97	290	false	sysChShadow	为文字添加阴影	%[func:function(obj){sysChShadow = obj.check;}, storage:"cfg_check_on"]
check_4img	352	290	true	!sysChShadow	不为文字添加阴影	%[func:function(obj){sysChShadow = !obj.check;}, storage:"cfg_check_off"]
check_4img	97	369	false	sysChBorder	为文字添加描边	%[func:function(obj){sysChBorder = obj.check;}, storage:"cfg_check_on"]
check_4img	352	369	true	!sysChBorder	不为文字添加描边	%[func:function(obj){sysChBorder = !obj.check;}, storage:"cfg_check_off"]
slider	92	446	false	sysMsgOpacity	消息窗口不透明度	%[func:owner.onOpacitySlider, min:0, max:255, sliderwidth:428, SwhoValue:true]
layer	80	482	false	sysMsgOpacity	消息窗口不透明度示例	%[storage:"cfg_sample", opasample:true]
check_4img	97	606	false	sysEyeAnimation	启用眼睛动画	%[func:function(obj){sysEyeAnimation = obj.check;}, storage:"cfg_check_on"]
check_4img	352	606	true	!sysEyeAnimation	不启用眼睛动画	%[func:function(obj){sysEyeAnimation = !obj.check;}, storage:"cfg_check_off"]
message	80	482	false		文字速度示例	%[,width:523, height:124, visible:"true", frame:"", marginl:10, marginr:-20, margint:-2, marginb:-10, opacity:0, sample_ch:"根据文本速度和自动模式切换速度显示中"]
check_4img	690	132	false	!sysDoCharFade	角色瞬间显示	%[func:function(obj){sysDoCharFade = !obj.check;}, storage:"cfg_check_on"]
check_4img	945	132	true	sysDoCharFade	角色正常显示	%[func:function(obj){sysDoCharFade = obj.check;}, storage:"cfg_check_off"]
check_4img	690	211	false	!sysDoCgFade	CG瞬间显示	%[func:function(obj){sysDoCgFade = !obj.check;}, storage:"cfg_check_on"]
check_4img	945	211	true	sysDoCgFade	CG正常显示	%[func:function(obj){sysDoCgFade = obj.check;}, storage:"cfg_check_off"]
check_4img	690	290	false	!sysDoCgFade	特效瞬间显示	%[func:function(obj){sysDoCgFade = !obj.check;}, storage:"cfg_check_on"]
check_4img	945	290	true	sysDoCgFade	特效正常显示	%[func:function(obj){sysDoCgFade = obj.check;}, storage:"cfg_check_off"]
check_4img	690	369	false	sysCharCorrect	傍晚/夜晚对角色进行色彩校正	%[func:function(obj){sysCharCorrect = obj.check;}, storage:"cfg_check_on"]
check_4img	945	369	true	!sysCharCorrect	傍晚/夜晚角色正常显示	%[func:function(obj){sysCharCorrect = !obj.check;}, storage:"cfg_check_off"]
check_4img	690	448	false	sysSpTipHint	显示帮助	%[func:function(obj){sysSpTipHint = obj.check;}, storage:"cfg_check_on"]
check_4img	945	448	true	!sysSpTipHint	不显示帮助	%[func:function(obj){sysSpTipHint = !obj.check;}, storage:"cfg_check_off"]
check_4img	690	527	false	sysSkipOption	仅跳过已读文本	%[func:function(obj){sysSkipOption = obj.check;}, storage:"cfg_btn_既読"]
check_4img	945	527	true	!sysSkipOption	跳过所有文本	%[func:function(obj){sysSkipOption = !obj.check;}, storage:"cfg_btn_全て"]
check_4img	690	606	false	sysDoSkipAndAuto	选项后继续跳过/自动	%[func:function(obj){sysDoSkipAndAuto = obj.check;}, storage:"cfg_check_on"]
check_4img	945	606	true	!sysDoSkipAndAuto	选项后停止跳过/自动	%[func:function(obj){sysDoSkipAndAuto = !obj.check;}, storage:"cfg_check_off"]
