4_button	445	27	false		显示设置	%[func:owner.onPage1, storage:"cfg_bt_p1"]
4_button	619	27	false		声音设置	%[func:owner.onPage2, storage:"cfg_bt_p2"]
4_button	793	27	false		个别设置	%[current:true, storage:"cfg_bt_p3"]
3_button	975	28	false		恢复为默认	%[func:owner.onLoadDefault, storage:"cfg_default"]
3_button	1077	14	false		返回标题画面	%[func:owner.onTitleBackButton, storage:"cfg_title"]
3_button	1128	14	false		退出游戏	%[func:owner.onExitButton, storage:"cfg_exit"]
3_button	1179	3	false		返回原画面	%[func:owner.onBackButton, storage:"cfg_back"]
check_4img	320	139	false	sysDialogSave	保存时显示确认对话框	%[func:function(obj){sysDialogSave = obj.check;}, storage:"cfg_check_on2"]
check_4img	467	139	true	!sysDialogSave	保存时不显示确认对话框	%[func:function(obj){sysDialogSave = !obj.check;}, storage:"cfg_check_off2"]
check_4img	320	180	false	sysDialogLoad	读取时显示确认对话框	%[func:function(obj){sysDialogLoad = obj.check;}, storage:"cfg_check_on2"]
check_4img	467	180	true	!sysDialogLoad	读取时不显示确认对话框	%[func:function(obj){sysDialogLoad = !obj.check;}, storage:"cfg_check_off2"]
check_4img	320	221	false	sysDialogQSave	显示快速保存信息	%[func:function(obj){sysDialogQSave = obj.check;}, storage:"cfg_check_on2"]
check_4img	467	221	true	!sysDialogQSave	不显示快速保存信息	%[func:function(obj){sysDialogQSave = !obj.check;}, storage:"cfg_check_off2"]
check_4img	320	262	false	sysDialogQLoad	快速读取时显示确认对话框	%[func:function(obj){sysDialogQLoad = obj.check;}, storage:"cfg_check_on2"]
check_4img	467	262	true	!sysDialogQLoad	快速读取时不显示确认对话框	%[func:function(obj){sysDialogQLoad = !obj.check;}, storage:"cfg_check_off2"]
check_4img	320	303	false	sysDialogOverwrite	覆盖保存数据时显示确认对话框	%[func:function(obj){sysDialogOverwrite = obj.check;}, storage:"cfg_check_on2"]
check_4img	467	303	true	!sysDialogOverwrite	覆盖保存数据时不显示确认对话框	%[func:function(obj){sysDialogOverwrite = !obj.check;}, storage:"cfg_check_off2"]
check_4img	320	344	false	sysDialogMove	移动保存数据时显示确认对话框	%[func:function(obj){sysDialogMove = obj.check;}, storage:"cfg_check_on2"]
check_4img	467	344	true	!sysDialogMove	移动保存数据时不显示确认对话框	%[func:function(obj){sysDialogMove = !obj.check;}, storage:"cfg_check_off2"]
check_4img	320	385	false	sysDialogDelete	删除保存数据时显示确认对话框	%[func:function(obj){sysDialogDelete = obj.check;}, storage:"cfg_check_on2"]
check_4img	467	385	true	!sysDialogDelete	删除保存数据时不显示确认对话框	%[func:function(obj){sysDialogDelete = !obj.check;}, storage:"cfg_check_off2"]
check_4img	320	426	false	sysDialogBackTitle	返回标题时显示确认对话框	%[func:function(obj){sysDialogBackTitle = obj.check;}, storage:"cfg_check_on2"]
check_4img	467	426	true	!sysDialogBackTitle	返回标题时不显示确认对话框	%[func:function(obj){sysDialogBackTitle = !obj.check;}, storage:"cfg_check_off2"]
check_4img	320	467	false	sysDialogGameExit	退出游戏时显示确认对话框	%[func:function(obj){sysDialogGameExit = obj.check;}, storage:"cfg_check_on2"]
check_4img	467	467	true	!sysDialogGameExit	退出游戏时不显示确认对话框	%[func:function(obj){sysDialogGameExit = !obj.check;}, storage:"cfg_check_off2"]
check_4img	320	508	false	sysChapterInfo	显示更新消息	%[func:function(obj){sysChapterInfo = obj.check;}, storage:"cfg_check_on2"]
check_4img	467	508	true	!sysChapterInfo	不显示更新消息	%[func:function(obj){sysChapterInfo = !obj.check;}, storage:"cfg_check_off2"]
button_2img	653	136	false		“切换画面模式”键设置	%[func:owner.setCustomKey1, storage:"cfg_sc_01"]
button_2img	653	173	false		“打开配置”键设置	%[func:owner.setCustomKey2, storage:"cfg_sc_02"]
button_2img	653	210	false		“打开保存菜单”键设置	%[func:owner.setCustomKey3, storage:"cfg_sc_03"]
button_2img	653	247	false		“打开读取菜单”键设置	%[func:owner.setCustomKey4, storage:"cfg_sc_04"]
button_2img	653	284	false		“开始自动模式”键设置	%[func:owner.setCustomKey5, storage:"cfg_sc_05"]
button_2img	653	321	false		“快速保存”键设置	%[func:owner.setCustomKey6, storage:"cfg_sc_06"]
button_2img	653	358	false		“快速读取”键设置	%[func:owner.setCustomKey7, storage:"cfg_sc_07"]
button_2img	653	395	false		“打开历史记录”键设置	%[func:owner.setCustomKey8, storage:"cfg_sc_08"]
button_2img	653	432	false		“跳过已读”键设置	%[func:owner.setCustomKey9, storage:"cfg_sc_09"]
button_2img	653	469	false		“跳转到下一选项”键设置	%[func:owner.setCustomKey10, storage:"cfg_sc_10"]
button_2img	653	506	false		“按住时跳过”键设置	%[func:owner.setCustomKey11, storage:"cfg_sc_11"]
button_2img	653	543	false		“等同于左键点击”键设置	%[func:owner.setCustomKey12, storage:"cfg_sc_12"]
button_2img	653	580	false		“隐藏消息”键设置	%[func:owner.setCustomKey13, storage:"cfg_sc_13"]
button_2img	653	617	false		“播放最后一次语音”键设置	%[func:owner.setCustomKey14, storage:"cfg_sc_14"]
shortcut	0	0	false			%[]
