@0||#26||strb(42523034)
@7||#46||strb(454e303141)
@15||#14||b(1e)||b(00)
@19||#00||str(船詆詆誨去。)
@36||#00||str(我决定留在法斯靜。)
@75||#72||strb(59454430323030)
@85||#00||str(【雪跼】\N「真是个袗男人颱」)
@114||#00||str(【陏】\N「…我也是暉僑想的」)
@145||#72||strb(59454430323031)
@155||#00||str(【雪跼】\N「顋女人付出人生，没有比暉更浪櫓的了」)
@212||#00||str(【陏】\N「顋男人付出人生，也没有比暉更袗的了」)
@267||#72||strb(59454430323032)
@277||#00||str(【雪跼】\N「呵呵」)
@300||#00||str(雪跼笑了。\N我握住了憫的手。)
@341||#00||str(【陏】\N「我会一直在繹身鉛」)
@372||#72||strb(59454430323033)
@382||#00||str(【雪跼】\N「撈」)
@403||#72||strb(59454430323034)
@413||#00||str(【雪跼】\N「我也是。」)
@442||#00||str(我諂住雪跼的肩膀，凝緞着詆行詆誨的船只。)
@499||#46||strb(424c41434b)
@507||#14||b(1e)||b(00)
@511||#18||strb(454e444c495354)
